Year,Month,Monthly_Temperature_C,Monthly_Uncertainty_C,Annual_Temperature_C,Annual_Uncertainty_C,Five_Year_Temperature_C,Five_Year_Uncertainty_C,Ten_Year_Temperature_C,Ten_Year_Uncertainty_C,Twenty_Year_Temperature_C,Twenty_Year_Uncertainty_C
1951,3,22.414,0.2,21.222,0.102,21.240000000000002,0.063,21.305,0.052,21.378,0.039
1951,4,20.628,0.118,21.278,0.101,21.237000000000002,0.062,21.316,0.052,21.38,0.039
1951,5,20.777,0.35,21.373,0.097,21.236,0.061,21.308,0.052,21.38,0.04
1951,6,21.736,0.261,21.419,0.082,21.241,0.062,21.312,0.052,21.381,0.039
1951,7,21.278,0.246,21.494,0.069,21.245,0.062,21.309,0.053,21.378,0.038
1951,8,20.429000000000002,0.163,21.497,0.065,21.252,0.059,21.297,0.053,21.377,0.038
1951,9,22.112000000000002,0.278,21.422,0.064,21.271,0.055,21.288,0.055,21.381,0.038
1951,10,21.241,0.196,21.452,0.066,21.293,0.054,21.286,0.054,21.389,0.037
1951,11,22.094,0.232,21.511,0.072,21.304000000000002,0.053,21.278,0.053,21.389,0.037
1951,12,21.68,0.171,21.476,0.063,21.32,0.053,21.273,0.052,21.39,0.037
1952,1,22.006,0.131,21.465,0.051,21.323,0.052,21.266000000000002,0.052,21.39,0.037
1952,2,21.566,0.189,21.532,0.046,21.323,0.053,21.262,0.051,21.394000000000002,0.037
1952,3,21.514,0.134,21.499,0.049,21.331,0.052,21.259,0.05,21.392,0.037
1952,4,20.992,0.109,21.489,0.051,21.332,0.05,21.273,0.049,21.391000000000002,0.038
1952,5,21.485,0.124,21.383,0.059,21.344,0.05,21.268,0.049,21.385,0.037
1952,6,21.312,0.118,21.354,0.058,21.343,0.049,21.278,0.051,21.388,0.038
1952,7,21.153,0.179,21.238,0.06,21.346,0.047,21.264,0.049,21.389,0.038
1952,8,21.228,0.145,21.111,0.06,21.366,0.044,21.263,0.049,21.384,0.037
1952,9,21.716,0.134,21.174,0.065,21.373,0.041,21.265,0.05,21.381,0.037
1952,10,21.124,0.164,21.295,0.068,21.377,0.042,21.279,0.049,21.382,0.037
1952,11,20.816,0.122,21.261,0.067,21.352,0.041,21.291,0.047,21.386,0.037
1952,12,21.336,0.125,21.28,0.065,21.37,0.04,21.302,0.045,21.388,0.037
1953,1,20.609,0.182,21.316,0.065,21.364,0.04,21.308,0.043,21.386,0.037
1953,2,20.04,0.15,21.256,0.063,21.381,0.041,21.31,0.041,21.389,0.036
1953,3,22.281,0.182,21.213,0.064,21.386,0.04,21.32,0.04,21.388,0.036
1953,4,22.441,0.166,21.251,0.063,21.401,0.041,21.334,0.041,21.386,0.035
1953,5,21.081,0.166,21.292,0.069,21.393,0.044,21.356,0.04,21.392,0.035
1953,6,21.538,0.143,21.339,0.072,21.389,0.042,21.362000000000002,0.04,21.395,0.035
1953,7,21.584,0.185,21.385,0.073,21.388,0.039,21.367,0.039,21.396,0.034
1953,8,20.502,0.126,21.435,0.065,21.395,0.039,21.367,0.038,21.399,0.034
1953,9,21.207,0.118,21.39,0.062,21.372,0.037,21.356,0.037,21.4,0.032
1953,10,21.579,0.185,21.311,0.066,21.381,0.041,21.352,0.037,21.401,0.031
1953,11,21.308,0.167,21.342,0.067,21.387,0.04,21.355,0.036,21.404,0.03
1953,12,21.901,0.167,21.28,0.07,21.366,0.041,21.352,0.036,21.406,0.03
1954,1,21.153,0.151,21.305,0.067,21.371,0.041,21.361,0.036,21.403,0.029
1954,2,20.648,0.173,21.418,0.069,21.369,0.042,21.373,0.035,21.404,0.03
1954,3,21.740000000000002,0.203,21.445,0.071,21.34,0.043,21.386,0.034,21.407,0.029
1954,4,21.490000000000002,0.283,21.435,0.073,21.328,0.042,21.402,0.034,21.412,0.03
1954,5,21.452,0.138,21.442,0.066,21.302,0.043,21.408,0.034,21.418,0.03
1954,6,20.798000000000002,0.298,21.411,0.059,21.292,0.04,21.425,0.033,21.422,0.03
1954,7,21.887,0.147,21.431,0.056,21.285,0.037,21.428,0.034,21.426000000000002,0.03
1954,8,21.849,0.142,21.545,0.066,21.28,0.035,21.432,0.035,21.426000000000002,0.029
1954,9,21.536,0.24,21.502,0.061,21.27,0.035,21.441,0.033,21.425,0.029
1954,10,21.459,0.136,21.477,0.052,21.292,0.035,21.442,0.032,21.42,0.029
1954,11,21.391000000000002,0.128,21.423000000000002,0.047,21.292,0.037,21.461,0.032,21.414,0.029
1954,12,21.528,0.153,21.499,0.047,21.325,0.039,21.455000000000002,0.03,21.412,0.028
1955,1,21.394000000000002,0.116,21.439,0.047,21.31,0.039,21.463,0.03,21.414,0.028
1955,2,22.02,0.202,21.490000000000002,0.05,21.316,0.038,21.466,0.03,21.421,0.028
1955,3,21.214,0.2,21.553,0.055,21.31,0.04,21.47,0.029,21.423000000000002,0.028
1955,4,21.192,0.144,21.55,0.062,21.327,0.043,21.472,0.029,21.421,0.028
1955,5,20.808,0.212,21.476,0.076,21.352,0.04,21.451,0.03,21.425,0.028
1955,6,21.711,0.13,21.42,0.086,21.363,0.036,21.45,0.03,21.422,0.027
1955,7,21.164,0.147,21.395,0.078,21.378,0.033,21.45,0.029,21.42,0.028
1955,8,22.462,0.228,21.385,0.081,21.411,0.029,21.442,0.03,21.417,0.027
1955,9,22.295,0.168,21.37,0.068,21.405,0.027,21.436,0.029,21.422,0.028
1955,10,21.424,0.223,21.369,0.078,21.406,0.028,21.447,0.029,21.429000000000002,0.028
1955,11,20.494,0.281,21.4,0.086,21.451,0.028,21.445,0.029,21.432,0.028
1955,12,20.856,0.181,21.294,0.092,21.455000000000002,0.029,21.447,0.028,21.434,0.028
1956,1,21.102,0.153,21.328,0.093,21.462,0.029,21.453,0.026,21.433,0.029
1956,2,21.902,0.241,21.15,0.094,21.488,0.03,21.453,0.025,21.437,0.028
1956,3,21.03,0.176,20.989,0.097,21.473,0.03,21.448,0.025,21.443,0.028
1956,4,21.182,0.284,20.912,0.083,21.467,0.029,21.462,0.025,21.452,0.028
1956,5,21.172,0.272,20.919,0.071,21.475,0.027,21.467,0.025,21.447,0.029
1956,6,20.449,0.265,20.937,0.065,21.463,0.025,21.464,0.024,21.454,0.028
1956,7,21.563,0.221,20.977,0.06,21.477,0.025,21.461,0.024,21.451,0.029
1956,8,20.335,0.143,20.925,0.055,21.495,0.025,21.465,0.025,21.447,0.029
1956,9,20.359,0.165,20.915,0.057,21.502,0.024,21.467,0.026,21.446,0.03
1956,10,20.5,0.163,21.009,0.043,21.51,0.024,21.479,0.024,21.444,0.03
1956,11,20.574,0.214,21.034,0.048,21.512,0.024,21.477,0.023,21.444,0.03
1956,12,21.076,0.269,21.271,0.052,21.53,0.025,21.479,0.023,21.44,0.03
1957,1,21.575,0.237,21.16,0.066,21.534,0.026,21.475,0.023,21.437,0.03
1957,2,21.277,0.182,21.267,0.071,21.54,0.027,21.475,0.023,21.433,0.03
1957,3,20.918,0.195,21.349,0.093,21.55,0.025,21.472,0.024,21.428,0.029
1957,4,22.308,0.162,21.488,0.108,21.552,0.024,21.475,0.024,21.435,0.03
1957,5,21.47,0.233,21.63,0.123,21.578,0.025,21.472,0.024,21.435,0.03
1957,6,23.295,0.223,21.71,0.11,21.567,0.024,21.485,0.025,21.432,0.031
1957,7,20.229,0.35,21.701,0.105,21.579,0.024,21.492,0.026,21.428,0.031
1957,8,21.618,0.182,21.767,0.109,21.566,0.026,21.493,0.025,21.424,0.032
1957,9,21.345,0.402,21.848,0.104,21.566,0.026,21.492,0.025,21.425,0.032
1957,10,22.171,0.252,21.862000000000002,0.104,21.566,0.027,21.494,0.027,21.436,0.032
1957,11,22.278,0.393,22.057,0.118,21.549,0.028,21.507,0.028,21.441,0.032
1957,12,22.031,0.34,21.928,0.122,21.53,0.03,21.508,0.029,21.443,0.031
1958,1,21.471,0.239,22.078,0.088,21.537,0.03,21.512,0.029,21.449,0.031
1958,2,22.069,0.31,22.115000000000002,0.078,21.503,0.031,21.526,0.03,21.449,0.031
1958,3,21.893,0.133,22.027,0.079,21.485,0.032,21.523,0.031,21.453,0.031
1958,4,22.478,0.272,21.947,0.087,21.493,0.031,21.51,0.03,21.459,0.031
1958,5,23.811,0.207,21.907,0.072,21.497,0.033,21.518,0.032,21.456,0.031
1958,6,21.743,0.267,21.838,0.069,21.506,0.036,21.515,0.033,21.46,0.031
1958,7,22.032,0.348,21.88,0.063,21.517,0.035,21.512,0.033,21.456,0.031
1958,8,22.054000000000002,0.25,21.851,0.055,21.511,0.036,21.521,0.034,21.45,0.032
1958,9,20.293,0.142,21.874,0.05,21.525,0.037,21.524,0.033,21.448,0.032
1958,10,21.215,0.168,21.833000000000002,0.043,21.542,0.038,21.526,0.034,21.446,0.033
1958,11,21.79,0.179,21.646,0.051,21.546,0.04,21.528,0.035,21.447,0.033
1958,12,21.212,0.248,21.659,0.047,21.563,0.042,21.528,0.035,21.444,0.033
1959,1,21.975,0.208,21.663,0.047,21.551000000000002,0.042,21.53,0.035,21.451,0.033
1959,2,21.717,0.206,21.679000000000002,0.053,21.56,0.046,21.534,0.036,21.458000000000002,0.033
1959,3,22.169,0.322,21.832,0.062,21.595,0.045,21.534,0.036,21.46,0.033
1959,4,21.98,0.331,21.865000000000002,0.058,21.631,0.046,21.536,0.037,21.465,0.033
1959,5,21.569,0.188,21.959,0.054,21.651,0.044,21.537,0.037,21.47,0.033
1959,6,21.9,0.178,21.933,0.058,21.667,0.043,21.545,0.038,21.475,0.033
1959,7,22.082,0.213,21.942,0.062,21.666,0.044,21.55,0.037,21.477,0.033
1959,8,22.246,0.283,21.9,0.058,21.671,0.045,21.551000000000002,0.037,21.479,0.032
1959,9,22.132,0.202,21.823,0.086,21.674,0.049,21.556,0.036,21.476,0.033
1959,10,21.604,0.193,21.759,0.103,21.657,0.047,21.547,0.036,21.48,0.033
1959,11,22.919,0.149,21.609,0.116,21.651,0.051,21.546,0.035,21.485,0.033
1959,12,20.898,0.154,21.499,0.121,21.645,0.054,21.538,0.034,21.484,0.032
1960,1,22.089,0.188,21.455000000000002,0.105,21.674,0.055,21.539,0.035,21.486,0.032
1960,2,21.213,0.286,21.306,0.111,21.67,0.056,21.546,0.035,21.493,0.032
1960,3,21.243,0.168,21.227,0.107,21.673000000000002,0.061,21.547,0.035,21.496,0.032
1960,4,21.215,0.223,21.252,0.105,21.661,0.065,21.546,0.036,21.498,0.032
1960,5,19.769000000000002,0.26,21.073,0.113,21.662,0.064,21.558,0.036,21.493,0.032
1960,6,20.574,0.244,21.11,0.116,21.653,0.061,21.559,0.036,21.501,0.032
1960,7,21.563,0.165,21.085,0.106,21.646,0.059,21.554000000000002,0.037,21.5,0.032
1960,8,20.452,0.214,21.112000000000002,0.107,21.64,0.058,21.55,0.037,21.499,0.032
1960,9,21.183,0.138,21.164,0.102,21.641000000000002,0.059,21.552,0.038,21.495,0.032
1960,10,21.909,0.171,21.248,0.104,21.614,0.059,21.56,0.039,21.502,0.032
1960,11,20.766000000000002,0.203,21.386,0.103,21.584,0.062,21.57,0.041,21.504,0.032
1960,12,21.349,0.213,21.457,0.086,21.575,0.064,21.579,0.041,21.506,0.032
1961,1,21.787,0.23,21.4,0.09,21.562,0.062,21.581,0.04,21.511,0.032
1961,2,21.539,0.201,21.434,0.097,21.554000000000002,0.064,21.578,0.041,21.513,0.031
1961,3,21.86,0.136,21.539,0.088,21.576,0.065,21.582,0.041,21.511,0.032
1961,4,22.23,0.297,21.602,0.095,21.586,0.064,21.588,0.043,21.513,0.032
1961,5,21.416,0.278,21.686,0.085,21.582,0.063,21.585,0.043,21.515,0.032
1961,6,21.429000000000002,0.286,21.743,0.079,21.593,0.061,21.596,0.044,21.51,0.033
1961,7,20.88,0.214,21.72,0.079,21.583000000000002,0.06,21.593,0.045,21.509,0.033
1961,8,20.863,0.296,21.723,0.085,21.573,0.062,21.597,0.046,21.516000000000002,0.034
1961,9,22.438,0.167,21.662,0.097,21.565,0.062,21.604,0.048,21.516000000000002,0.034
1961,10,22.672,0.285,21.585,0.113,21.562,0.066,21.603,0.048,21.519000000000002,0.034
1961,11,21.773,0.179,21.558,0.122,21.562,0.067,21.61,0.048,21.513,0.034
1961,12,22.025,0.158,21.685,0.111,21.56,0.067,21.607,0.048,21.512,0.034
1962,1,21.51,0.223,21.776,0.106,21.566,0.065,21.608,0.048,21.507,0.034
1962,2,21.577,0.216,21.814,0.097,21.561,0.067,21.605,0.047,21.506,0.035
1962,3,21.126,0.283,21.743,0.113,21.562,0.065,21.598,0.047,21.504,0.035
1962,4,21.312,0.177,21.64,0.12,21.542,0.063,21.596,0.047,21.504,0.035
1962,5,21.085,0.212,21.688,0.133,21.514,0.061,21.601,0.049,21.506,0.035
1962,6,22.961,0.304,21.641000000000002,0.134,21.508,0.06,21.585,0.051,21.508,0.035
1962,7,21.966,0.18,21.602,0.137,21.499,0.06,21.591,0.052,21.509,0.035
1962,8,21.323,0.263,21.613,0.135,21.526,0.059,21.586,0.053,21.514,0.035
1962,9,21.581,0.364,21.681,0.124,21.529,0.057,21.586,0.055,21.517,0.035
1962,10,21.434,0.314,21.644000000000002,0.118,21.525,0.057,21.593,0.056,21.52,0.035
1962,11,22.352,0.156,21.724,0.125,21.566,0.057,21.591,0.056,21.526,0.036
1962,12,21.46,0.212,21.576,0.119,21.587,0.055,21.585,0.054,21.534,0.035
1963,1,21.049,0.265,21.514,0.12,21.572,0.056,21.589,0.052,21.542,0.035
1963,2,21.701,0.159,21.536,0.125,21.597,0.058,21.588,0.051,21.549,0.035
1963,3,21.942,0.189,21.54,0.127,21.619,0.059,21.587,0.051,21.548000000000002,0.036
1963,4,20.875,0.248,21.57,0.122,21.626,0.06,21.584,0.052,21.548000000000002,0.036
1963,5,22.038,0.192,21.502,0.12,21.642,0.062,21.556,0.053,21.557,0.036
1963,6,21.186,0.188,21.537,0.111,21.653,0.059,21.557,0.053,21.56,0.036
1963,7,21.227,0.24,21.567,0.101,21.645,0.058,21.546,0.054,21.567,0.036
1963,8,21.593,0.185,21.516000000000002,0.096,21.644000000000002,0.058,21.534,0.056,21.576,0.037
1963,9,21.62,0.409,21.498,0.083,21.639,0.059,21.539,0.058,21.578,0.037
1963,10,21.802,0.207,21.575,0.073,21.633,0.061,21.541,0.057,21.580000000000002,0.037
1963,11,21.536,0.195,21.532,0.066,21.625,0.059,21.539,0.057,21.580000000000002,0.037
1963,12,21.878,0.163,21.586,0.057,21.629,0.056,21.536,0.055,21.579,0.037
1964,1,21.41,0.223,21.686,0.056,21.634,0.053,21.542,0.055,21.577,0.036
1964,2,21.086,0.217,21.714,0.045,21.633,0.052,21.542,0.055,21.577,0.037
1964,3,21.73,0.199,21.763,0.067,21.614,0.055,21.534,0.057,21.577,0.037
1964,4,21.8,0.31,21.644000000000002,0.078,21.575,0.052,21.529,0.058,21.575,0.037
1964,5,21.521,0.246,21.618,0.077,21.569,0.054,21.532,0.059,21.575,0.037
1964,6,21.832,0.158,21.508,0.072,21.547,0.056,21.524,0.059,21.575,0.037
1964,7,22.43,0.301,21.521,0.08,21.55,0.056,21.527,0.059,21.576,0.037
1964,8,21.929000000000002,0.23,21.667,0.079,21.539,0.053,21.527,0.061,21.576,0.037
1964,9,22.208000000000002,0.219,21.639,0.077,21.521,0.05,21.512,0.061,21.574,0.037
1964,10,20.372,0.117,21.573,0.07,21.534,0.052,21.518,0.061,21.572,0.037
1964,11,21.226,0.152,21.634,0.068,21.551000000000002,0.053,21.509,0.061,21.568,0.037
1964,12,20.55,0.111,21.633,0.074,21.525,0.054,21.512,0.061,21.567,0.036
1965,1,21.574,0.183,21.482,0.063,21.508,0.054,21.51,0.06,21.565,0.036
1965,2,22.835,0.182,21.485,0.068,21.502,0.056,21.52,0.06,21.562,0.036
1965,3,21.388,0.191,21.513,0.065,21.498,0.056,21.522000000000002,0.059,21.561,0.036
1965,4,21.016000000000002,0.207,21.675,0.079,21.525,0.057,21.524,0.058,21.562,0.036
1965,5,22.243000000000002,0.155,21.717,0.094,21.519000000000002,0.058,21.536,0.059,21.567,0.036
1965,6,21.830000000000002,0.228,21.835,0.099,21.516000000000002,0.059,21.551000000000002,0.058,21.566,0.036
1965,7,20.614,0.355,21.815,0.089,21.532,0.059,21.549,0.058,21.575,0.037
1965,8,21.969,0.127,21.703,0.086,21.536,0.06,21.556,0.059,21.572,0.037
1965,9,22.536,0.246,21.717,0.1,21.534,0.058,21.555,0.059,21.573,0.037
1965,10,22.314,0.268,21.789,0.1,21.555,0.06,21.557,0.059,21.568,0.038
1965,11,21.734,0.268,21.676000000000002,0.111,21.527,0.06,21.562,0.06,21.573,0.038
1965,12,21.973,0.132,21.666,0.127,21.539,0.059,21.565,0.059,21.574,0.038
1966,1,21.327,0.188,21.713,0.108,21.53,0.061,21.569,0.058,21.57,0.038
1966,2,21.494,0.12,21.617,0.115,21.514,0.063,21.573,0.058,21.566,0.038
1966,3,21.556,0.196,21.511,0.129,21.503,0.07,21.573,0.058,21.566,0.038
1966,4,21.875,0.278,21.346,0.117,21.496,0.071,21.564,0.057,21.565,0.038
1966,5,20.887,0.241,21.321,0.103,21.496,0.07,21.563,0.057,21.565,0.039
1966,6,21.718,0.294,21.215,0.104,21.48,0.069,21.556,0.056,21.567,0.039
1966,7,21.17,0.16,21.245,0.103,21.5,0.072,21.558,0.056,21.567,0.038
1966,8,20.821,0.221,21.196,0.102,21.511,0.07,21.568,0.055,21.571,0.038
1966,9,21.266000000000002,0.296,21.072,0.105,21.503,0.072,21.565,0.056,21.574,0.038
1966,10,20.330000000000002,0.142,21.087,0.093,21.495,0.069,21.56,0.056,21.574,0.038
1966,11,21.438,0.156,21.188,0.094,21.502,0.067,21.55,0.057,21.575,0.038
1966,12,20.692,0.094,21.163,0.091,21.488,0.068,21.544,0.057,21.580000000000002,0.038
1967,1,21.696,0.13,21.145,0.103,21.487000000000002,0.067,21.538,0.058,21.581,0.038
1967,2,20.904,0.222,21.154,0.107,21.494,0.07,21.536,0.058,21.585,0.038
1967,3,20.071,0.174,21.162,0.096,21.461,0.072,21.535,0.056,21.586,0.038
1967,4,22.056,0.278,21.391000000000002,0.091,21.495,0.073,21.534,0.057,21.582,0.038
1967,5,22.093,0.201,21.436,0.092,21.504,0.073,21.54,0.057,21.582,0.037
1967,6,21.423000000000002,0.161,21.487000000000002,0.091,21.517,0.075,21.531,0.056,21.572,0.038
1967,7,20.944,0.333,21.513,0.085,21.521,0.072,21.526,0.056,21.576,0.038
1967,8,20.938,0.305,21.597,0.096,21.514,0.071,21.535,0.056,21.580000000000002,0.038
1967,9,21.355,0.23,21.742,0.097,21.516000000000002,0.071,21.542,0.054,21.579,0.038
1967,10,23.087,0.172,21.748,0.09,21.523,0.07,21.546,0.055,21.580000000000002,0.039
1967,11,21.976,0.163,21.607,0.087,21.506,0.073,21.544,0.055,21.579,0.039
1967,12,21.299,0.101,21.644000000000002,0.086,21.515,0.075,21.559,0.055,21.579,0.038
1968,1,22.014,0.093,21.625,0.072,21.527,0.071,21.572,0.054,21.580000000000002,0.037
1968,2,21.902,0.157,21.597,0.075,21.515,0.074,21.573,0.054,21.581,0.037
1968,3,21.817,0.23,21.565,0.083,21.491,0.072,21.573,0.053,21.582,0.037
1968,4,22.134,0.195,21.425,0.089,21.489,0.072,21.587,0.053,21.578,0.038
1968,5,20.397,0.201,21.389,0.079,21.482,0.071,21.595,0.053,21.573,0.038
1968,6,21.861,0.191,21.354,0.078,21.477,0.072,21.605,0.053,21.571,0.039
1968,7,20.72,0.165,21.405,0.087,21.492,0.071,21.623,0.053,21.568,0.039
1968,8,20.605,0.223,21.39,0.101,21.501,0.07,21.63,0.055,21.565,0.039
1968,9,20.975,0.298,21.347,0.116,21.507,0.07,21.632,0.056,21.566,0.038
1968,10,21.403,0.174,21.277,0.117,21.494,0.07,21.633,0.056,21.565,0.038
1968,11,21.544,0.168,21.404,0.109,21.501,0.07,21.632,0.055,21.562,0.038
1968,12,20.882,0.111,21.335,0.109,21.482,0.068,21.63,0.055,21.562,0.038
1969,1,22.62,0.141,21.469,0.103,21.482,0.07,21.624,0.055,21.565,0.037
1969,2,21.726,0.187,21.614,0.1,21.503,0.067,21.62,0.054,21.565,0.037
1969,3,21.292,0.262,21.556,0.089,21.516000000000002,0.064,21.62,0.054,21.565,0.038
1969,4,21.295,0.186,21.639,0.085,21.544,0.065,21.614,0.052,21.564,0.038
1969,5,21.921,0.167,21.655,0.085,21.531,0.065,21.613,0.052,21.561,0.039
1969,6,21.04,0.181,21.695,0.088,21.54,0.065,21.605,0.052,21.563,0.04
1969,7,22.331,0.248,21.625,0.079,21.526,0.066,21.601,0.05,21.562,0.04
1969,8,22.338,0.201,21.685,0.083,21.533,0.068,21.601,0.052,21.56,0.04
1969,9,20.275,0.22,21.7,0.076,21.548000000000002,0.067,21.592,0.051,21.56,0.039
1969,10,22.402,0.115,21.714,0.095,21.533,0.066,21.596,0.05,21.561,0.039
1969,11,21.743,0.141,21.656,0.098,21.529,0.065,21.59,0.05,21.561,0.039
1969,12,21.354,0.136,21.767,0.112,21.538,0.063,21.596,0.051,21.569,0.039
1970,1,21.784,0.131,21.682,0.103,21.544,0.061,21.591,0.049,21.569,0.038
1970,2,22.448,0.111,21.594,0.114,21.568,0.059,21.579,0.049,21.571,0.038
1970,3,21.473,0.216,21.662,0.111,21.586,0.055,21.575,0.048,21.576,0.038
1970,4,21.461,0.342,21.642,0.122,21.568,0.056,21.578,0.046,21.580000000000002,0.037
1970,5,21.229,0.2,21.608,0.112,21.57,0.055,21.577,0.046,21.594,0.037
1970,6,22.371,0.32,21.634,0.107,21.602,0.053,21.572,0.047,21.6,0.037
1970,7,21.311,0.139,21.673000000000002,0.104,21.612000000000002,0.052,21.595,0.047,21.601,0.037
1970,8,21.282,0.264,21.637,0.104,21.61,0.051,21.593,0.048,21.61,0.037
1970,9,21.084,0.177,21.674,0.099,21.613,0.051,21.593,0.049,21.618,0.037
1970,10,22.169,0.163,21.646,0.091,21.619,0.049,21.576,0.049,21.618,0.037
1970,11,21.328,0.183,21.65,0.087,21.664,0.05,21.575,0.048,21.627,0.037
1970,12,21.663,0.115,21.501,0.089,21.671,0.05,21.569,0.048,21.631,0.037
1971,1,22.262,0.189,21.486,0.097,21.715,0.049,21.559,0.047,21.633,0.037
1971,2,22.005,0.238,21.554000000000002,0.083,21.747,0.05,21.554000000000002,0.047,21.634,0.036
1971,3,21.923000000000002,0.137,21.637,0.082,21.761,0.046,21.55,0.047,21.63,0.036
1971,4,21.118,0.251,21.624,0.081,21.77,0.044,21.543,0.046,21.633,0.037
1971,5,21.285,0.186,21.565,0.088,21.768,0.043,21.545,0.046,21.636,0.037
1971,6,20.577,0.142,21.533,0.085,21.779,0.043,21.538,0.045,21.636,0.037
1971,7,21.14,0.216,21.411,0.084,21.748,0.041,21.542,0.042,21.642,0.036
1971,8,22.096,0.178,21.354,0.073,21.73,0.041,21.545,0.039,21.648,0.035
1971,9,22.073,0.252,21.28,0.064,21.736,0.038,21.544,0.038,21.651,0.036
1971,10,22.018,0.112,21.282,0.062,21.732,0.038,21.545,0.038,21.647000000000002,0.035
1971,11,20.619,0.129,21.329,0.061,21.725,0.038,21.539,0.038,21.644000000000002,0.035
1971,12,21.276,0.156,21.442,0.07,21.721,0.038,21.553,0.037,21.644000000000002,0.035
1972,1,20.798000000000002,0.143,21.458000000000002,0.071,21.716,0.037,21.553,0.037,21.648,0.035
1972,2,21.324,0.163,21.478,0.06,21.709,0.037,21.565,0.037,21.649,0.034
1972,3,21.03,0.236,21.508,0.054,21.722,0.035,21.574,0.038,21.649,0.034
1972,4,21.143,0.175,21.508,0.056,21.697,0.034,21.568,0.036,21.65,0.033
1972,5,21.858,0.183,21.632,0.053,21.675,0.033,21.562,0.035,21.653,0.033
1972,6,21.927,0.246,21.797,0.05,21.674,0.034,21.559,0.034,21.642,0.033
1972,7,21.339,0.264,21.947,0.054,21.662,0.034,21.561,0.033,21.637,0.033
1972,8,22.335,0.187,21.985,0.041,21.643,0.035,21.575,0.034,21.644000000000002,0.033
1972,9,22.432,0.322,22.062,0.037,21.634,0.034,21.572,0.034,21.644000000000002,0.032
1972,10,22.015,0.308,22.176000000000002,0.042,21.632,0.033,21.566,0.034,21.643,0.032
1972,11,22.11,0.181,22.279,0.046,21.648,0.031,21.567,0.033,21.645,0.032
1972,12,23.248,0.118,22.309,0.057,21.63,0.035,21.574,0.033,21.649,0.032
1973,1,22.599,0.171,22.478,0.054,21.663,0.038,21.571,0.033,21.652,0.031
1973,2,21.778,0.185,22.494,0.043,21.671,0.042,21.574,0.034,21.66,0.031
1973,3,21.964,0.197,22.444,0.05,21.695,0.046,21.577,0.034,21.661,0.03
1973,4,22.513,0.256,22.437,0.047,21.664,0.047,21.573,0.034,21.66,0.031
1973,5,23.085,0.179,22.381,0.052,21.668,0.046,21.589,0.034,21.661,0.03
1973,6,22.294,0.193,22.239,0.053,21.661,0.046,21.585,0.034,21.663,0.03
1973,7,23.36,0.201,22.086,0.052,21.626,0.048,21.59,0.035,21.661,0.03
1973,8,22.535,0.319,21.989,0.062,21.608,0.049,21.596,0.034,21.666,0.03
1973,9,21.832,0.102,21.965,0.072,21.594,0.049,21.592,0.034,21.673000000000002,0.03
1973,10,21.929000000000002,0.255,21.844,0.097,21.591,0.047,21.589,0.033,21.675,0.03
1973,11,21.438,0.113,21.711,0.106,21.589,0.049,21.586,0.034,21.676000000000002,0.029
1973,12,21.537,0.139,21.586,0.105,21.594,0.05,21.587,0.034,21.676000000000002,0.029
1974,1,20.764,0.175,21.474,0.088,21.602,0.047,21.589,0.034,21.672,0.028
1974,2,20.619,0.191,21.422,0.086,21.587,0.045,21.589,0.033,21.674,0.028
1974,3,21.67,0.224,21.36,0.089,21.571,0.044,21.595,0.034,21.669,0.028
1974,4,21.065,0.203,21.274,0.088,21.545,0.045,21.599,0.033,21.668,0.027
1974,5,21.496,0.173,21.191,0.085,21.548000000000002,0.046,21.591,0.036,21.671,0.027
1974,6,20.786,0.174,21.168,0.098,21.565,0.046,21.602,0.037,21.67,0.027
1974,7,22.018,0.153,21.194,0.107,21.581,0.048,21.597,0.039,21.665,0.027
1974,8,21.906,0.224,21.252,0.116,21.597,0.048,21.594,0.038,21.665,0.027
1974,9,21.089,0.269,21.192,0.1,21.6,0.046,21.608,0.039,21.658,0.027
1974,10,20.896,0.16,21.213,0.097,21.602,0.047,21.603,0.039,21.663,0.027
1974,11,20.446,0.183,21.268,0.092,21.596,0.045,21.613,0.039,21.667,0.027
1974,12,21.259,0.232,21.311,0.085,21.580000000000002,0.046,21.625,0.039,21.672,0.027
1975,1,21.074,0.241,21.419,0.09,21.578,0.047,21.627,0.04,21.676000000000002,0.026
1975,2,21.32,0.17,21.407,0.099,21.582,0.05,21.622,0.039,21.674,0.026
1975,3,20.945,0.22,21.524,0.104,21.558,0.05,21.63,0.04,21.679000000000002,0.026
1975,4,21.321,0.167,21.475,0.108,21.564,0.053,21.637,0.042,21.681,0.025
1975,5,22.16,0.139,21.572,0.104,21.563,0.056,21.652,0.042,21.681,0.025
1975,6,21.303,0.298,21.571,0.1,21.546,0.056,21.649,0.044,21.677,0.025
1975,7,23.308,0.32,21.492,0.098,21.53,0.056,21.653,0.045,21.682,0.026
1975,8,21.761,0.427,21.458000000000002,0.097,21.537,0.057,21.663,0.047,21.684,0.026
1975,9,22.495,0.248,21.471,0.093,21.541,0.058,21.68,0.047,21.679000000000002,0.025
1975,10,20.314,0.115,21.442,0.096,21.527,0.06,21.679000000000002,0.047,21.675,0.025
1975,11,21.608,0.096,21.355,0.106,21.515,0.063,21.692,0.047,21.676000000000002,0.025
1975,12,21.249,0.145,21.321,0.094,21.498,0.063,21.698,0.048,21.675,0.025
